player,team,conference,season,category,playerId,position_stat,LONG,REC,TD,YDS,YPR,name_clean,position_clean,id,athleteId,recruitType,year,ranking,name,school,committedTo,position_recruit,height,weight,stars,rating,city,stateProvince,country,hometownInfo,recruit_year,eligibility_year,team_clean,committed_clean,school_match,Usage Overall,receiving_score,usage_pct,production_pct,impact_score,impact_percentile,outcome
Dominick Blaylock,Georgia,SEC,2019,receiving,4426341,WR,60,18,5,310,17.2,dominick blaylock,WR,122313,4426341,HighSchool,2019.0,36.0,Dominick Blaylock,Walton,Georgia,WR,73.0,195.0,4.0,0.9831,Marietta,GA,USA,"{'latitude': 33.9528472, 'longitude': -84.5496148, 'fipsCode': '13067'}",2019.0,1.0,georgia,georgia,1,0,500,0.5005753739930955,0.8895281933256617,0.7339470655926351,0.8895281933256617,Impact Player
Dominick Blaylock,Georgia,SEC,2021,receiving,4426341,WR,10,2,0,11,5.5,dominick blaylock,WR,122313,4426341,HighSchool,2019.0,36.0,Dominick Blaylock,Walton,Georgia,WR,73.0,195.0,4.0,0.9831,Marietta,GA,USA,"{'latitude': 33.9528472, 'longitude': -84.5496148, 'fipsCode': '13067'}",2019.0,3.0,georgia,georgia,1,0,21,0.5004132231404959,0.09958677685950414,0.25991735537190086,0.09958677685950414,Bust
Dominick Blaylock,Georgia,SEC,2022,receiving,4426341,WR,35,15,1,227,15.1,dominick blaylock,WR,122313,4426341,HighSchool,2019.0,36.0,Dominick Blaylock,Walton,Georgia,WR,73.0,195.0,4.0,0.9831,Marietta,GA,USA,"{'latitude': 33.9528472, 'longitude': -84.5496148, 'fipsCode': '13067'}",2019.0,4.0,georgia,georgia,1,0,322,0.5004985044865404,0.5139581256231306,0.5085742771684946,0.5139581256231306,Depth / Rotation
Dominick Blaylock,Georgia Tech,ACC,2023,receiving,4426341,WR,53,21,2,337,16.0,dominick blaylock,WR,122313,4426341,HighSchool,2019.0,36.0,Dominick Blaylock,Walton,Georgia,WR,73.0,195.0,4.0,0.9831,Marietta,GA,USA,"{'latitude': 33.9528472, 'longitude': -84.5496148, 'fipsCode': '13067'}",2019.0,5.0,georgia tech,georgia,0,0,482,0.5006784260515604,0.6736770691994572,0.6044776119402985,0.6736770691994572,Starter
Donavon Greene,Wake Forest,ACC,2019,receiving,4567033,WR,75,13,2,249,19.2,donavon greene,WR,122534,4567033,HighSchool,2019.0,257.0,Donavon Greene,Mount Airy,Wake Forest,WR,74.0,185.0,4.0,0.9089,Mount Airy,NC,USA,"{'latitude': 36.4993297, 'longitude': -80.6071609, 'fipsCode': '37171'}",2019.0,1.0,wake forest,wake forest,1,0,354,0.5005753739930955,0.8348676639815881,0.701150747986191,0.8348676639815881,Starter
Donavon Greene,Wake Forest,ACC,2020,receiving,4567033,WR,41,29,2,582,20.1,donavon greene,WR,122534,4567033,HighSchool,2019.0,257.0,Donavon Greene,Mount Airy,Wake Forest,WR,74.0,185.0,4.0,0.9089,Mount Airy,NC,USA,"{'latitude': 36.4993297, 'longitude': -80.6071609, 'fipsCode': '37171'}",2019.0,2.0,wake forest,wake forest,1,0,767,0.5003996802557954,0.8928856914468425,0.7358912869704237,0.8928856914468425,Impact Player
Donavon Greene,Wake Forest,ACC,2022,receiving,4567033,WR,60,37,6,642,17.4,donavon greene,WR,122534,4567033,HighSchool,2019.0,257.0,Donavon Greene,Mount Airy,Wake Forest,WR,74.0,185.0,4.0,0.9089,Mount Airy,NC,USA,"{'latitude': 36.4993297, 'longitude': -80.6071609, 'fipsCode': '37171'}",2019.0,4.0,wake forest,wake forest,1,0,947,0.5004985044865404,0.864406779661017,0.7188434695912264,0.864406779661017,Impact Player
Donielle Hayes,Minnesota,Big Ten,2024,receiving,5077206,WR,13,2,0,22,11.0,donielle hayes,WR,111887,,HighSchool,2023.0,633.0,Donielle Hayes,Pine Forest,,WR,72.0,180.0,3.0,0.8786,Pensacola,FL,USA,"{'latitude': 30.421309, 'longitude': -87.2169149, 'fipsCode': '12033'}",2023.0,2.0,minnesota,none,0,0,32,0.5003996802557954,0.17705835331734612,0.30639488409272586,0.17705835331734612,Bust
Donivan Wright,Alabama A&M,SWAC,2024,receiving,4701291,WR,34,12,2,216,18.0,donivan wright,WR,119623,,HighSchool,2020.0,1200.0,Donivan Wright,Lawrence Central,,WR,72.0,165.0,3.0,0.85,Indianapolis,IN,USA,"{'latitude': 39.7683331, 'longitude': -86.1583502, 'fipsCode': '18097'}",2020.0,5.0,alabama a&m,none,0,0,316,0.5006784260515604,0.5135685210312076,0.5084124830393487,0.5135685210312076,Depth / Rotation
Donnovan Moorer,Texas State,Sun Belt,2021,receiving,4879676,WR,23,9,0,70,7.8,donnovan moorer,WR,121942,,HighSchool,2020.0,3597.0,Donnovan Moorer,Stephenson,,WR,68.0,160.0,2.0,0.77,Stone Mountain,GA,USA,"{'latitude': 33.8080924, 'longitude': -84.1706273, 'fipsCode': '13089'}",2020.0,2.0,texas state,none,0,0,115,0.5003996802557954,0.4212629896083134,0.4529176658673062,0.4212629896083134,Depth / Rotation
Donnovan Moorer,Texas State,Sun Belt,2022,receiving,4879676,WR,21,17,1,128,7.5,donnovan moorer,WR,121942,,HighSchool,2020.0,3597.0,Donnovan Moorer,Stephenson,,WR,68.0,160.0,2.0,0.77,Stone Mountain,GA,USA,"{'latitude': 33.8080924, 'longitude': -84.1706273, 'fipsCode': '13089'}",2020.0,3.0,texas state,none,0,0,233,0.5004132231404959,0.5136363636363637,0.5083471074380166,0.5136363636363637,Depth / Rotation
Donovan Brown,Syracuse,ACC,2023,receiving,4876678,WR,86,27,1,321,11.9,donovan brown,WR,115113,4876678,HighSchool,2022.0,1598.0,Donovan Brown,Quince Orchard,Syracuse,WR,75.0,180.0,3.0,0.8363,Gaithersburg,MD,USA,"{'latitude': 39.1434406, 'longitude': -77.2013705, 'fipsCode': '24031'}",2022.0,2.0,syracuse,syracuse,1,0,476,0.5003996802557954,0.7969624300559552,0.6783373301358913,0.7969624300559552,Starter
Donovan Brown,San Diego State,Mountain West,2025,receiving,5302266,WR,52,33,2,518,15.7,donovan brown,WR,115113,4876678,HighSchool,2022.0,1598.0,Donovan Brown,Quince Orchard,Syracuse,WR,75.0,180.0,3.0,0.8363,Gaithersburg,MD,USA,"{'latitude': 39.1434406, 'longitude': -77.2013705, 'fipsCode': '24031'}",2022.0,4.0,san diego state,syracuse,0,0,723,0.5004985044865404,0.7786640079760718,0.6673978065802593,0.7786640079760718,Starter
Donovan Green,Texas A&M,SEC,2022,receiving,5086240,TE,28,22,2,233,10.6,donovan green,TE,113648,5086240,HighSchool,2022.0,105.0,Donovan Green,Dickinson,Texas A&M,TE,76.0,235.0,4.0,0.9554,Dickinson,TX,USA,"{'latitude': 29.4607876, 'longitude': -95.0513173, 'fipsCode': '48167'}",2022.0,1.0,texas a&m,texas a&m,1,0,383,0.5005753739930955,0.8527042577675489,0.7118527042577675,0.8527042577675489,Impact Player
Donovan Green,LSU,SEC,2025,receiving,5086240,TE,25,2,0,40,20.0,donovan green,TE,113648,5086240,HighSchool,2022.0,105.0,Donovan Green,Dickinson,Texas A&M,TE,76.0,235.0,4.0,0.9554,Dickinson,TX,USA,"{'latitude': 29.4607876, 'longitude': -95.0513173, 'fipsCode': '48167'}",2022.0,4.0,lsu,texas a&m,0,0,50,0.5004985044865404,0.16899302093718843,0.30159521435692926,0.16899302093718843,Bust
Donovan Hamilton,Ball State,Mid-American,2025,receiving,5191056,WR,47,20,0,244,12.2,donovan hamilton,WR,109843,,HighSchool,2024.0,1166.0,Donovan Hamilton,Hamilton Southeastern,,WR,76.0,190.0,3.0,0.8619,Fishers,IN,USA,"{'latitude': 39.9555928, 'longitude': -86.0138729, 'fipsCode': '18057'}",2024.0,2.0,ball state,none,0,0,344,0.5003996802557954,0.7082334132693845,0.6250999200639489,0.7082334132693845,Starter
Donovan Ollie,Washington State,Pac-12,2020,receiving,4428163,WR,15,1,0,15,15.0,donovan ollie,WR,123350,,HighSchool,2019.0,1091.0,Donovan Ollie,Wylie,,WR,75.0,205.0,3.0,0.8541,Wylie,TX,USA,"{'latitude': 33.0151201, 'longitude': -96.5388789, 'fipsCode': '48085'}",2019.0,2.0,washington state,none,0,0,20,0.5003996802557954,0.11390887290167866,0.26850519584332533,0.11390887290167866,Bust
Donovan Ollie,Washington State,Pac-12,2021,receiving,4428163,WR,56,26,1,301,11.6,donovan ollie,WR,123350,,HighSchool,2019.0,1091.0,Donovan Ollie,Wylie,,WR,75.0,205.0,3.0,0.8541,Wylie,TX,USA,"{'latitude': 33.0151201, 'longitude': -96.5388789, 'fipsCode': '48085'}",2019.0,3.0,washington state,none,0,0,451,0.5004132231404959,0.6909090909090909,0.6147107438016529,0.6909090909090909,Starter
Donovan Ollie,Washington State,Pac-12,2022,receiving,4428163,WR,60,43,3,491,11.4,donovan ollie,WR,123350,,HighSchool,2019.0,1091.0,Donovan Ollie,Wylie,,WR,75.0,205.0,3.0,0.8541,Wylie,TX,USA,"{'latitude': 33.0151201, 'longitude': -96.5388789, 'fipsCode': '48085'}",2019.0,4.0,washington state,none,0,0,766,0.5004985044865404,0.7991026919242273,0.6796610169491526,0.7991026919242273,Starter
Donovan Ollie,Cincinnati,Big 12,2023,receiving,4428163,WR,40,2,0,50,25.0,donovan ollie,WR,123350,,HighSchool,2019.0,1091.0,Donovan Ollie,Wylie,,WR,75.0,205.0,3.0,0.8541,Wylie,TX,USA,"{'latitude': 33.0151201, 'longitude': -96.5388789, 'fipsCode': '48085'}",2019.0,5.0,cincinnati,none,0,0,60,0.5006784260515604,0.18588873812754408,0.31180461329715065,0.18588873812754408,Bust
Donta Armstrong,Campbell,CAA,2023,receiving,4605856,TE,8,1,0,8,8.0,donta armstrong,TE,120230,4605856,HighSchool,2020.0,1844.0,Donta Armstrong,Chambers,Charlotte,TE,76.0,245.0,3.0,0.83,Charlotte,NC,USA,"{'latitude': 35.2272, 'longitude': -80.843083, 'fipsCode': '37119'}",2020.0,4.0,campbell,charlotte,0,0,13,0.5004985044865404,0.04835493519441675,0.22921236291126623,0.04835493519441675,Bust
Dontae Fleming,Louisiana,Sun Belt,2020,receiving,4565297,WR,52,12,1,190,15.8,dontae fleming,WR,120039,4565297,HighSchool,2020.0,1675.0,Dontae Fleming,East St. John,Louisiana,WR,72.0,165.0,3.0,0.8359,Reserve,LA,USA,"{'latitude': 30.0538131, 'longitude': -90.5517534, 'fipsCode': '20013'}",2020.0,1.0,louisiana,louisiana,1,0,270,0.5005753739930955,0.7922899884925202,0.6756041426927503,0.7922899884925202,Starter
Dontae Fleming,Louisiana,Sun Belt,2021,receiving,4565297,WR,46,27,2,322,11.9,dontae fleming,WR,120039,4565297,HighSchool,2020.0,1675.0,Dontae Fleming,East St. John,Louisiana,WR,72.0,165.0,3.0,0.8359,Reserve,LA,USA,"{'latitude': 30.0538131, 'longitude': -90.5517534, 'fipsCode': '20013'}",2020.0,2.0,louisiana,louisiana,1,0,497,0.5003996802557954,0.8061550759392486,0.6838529176658673,0.8061550759392486,Starter
Dontae Fleming,Louisiana,Sun Belt,2022,receiving,4565297,WR,55,18,3,147,8.2,dontae fleming,WR,120039,4565297,HighSchool,2020.0,1675.0,Dontae Fleming,East St. John,Louisiana,WR,72.0,165.0,3.0,0.8359,Reserve,LA,USA,"{'latitude': 30.0538131, 'longitude': -90.5517534, 'fipsCode': '20013'}",2020.0,3.0,louisiana,louisiana,1,0,297,0.5004132231404959,0.5727272727272728,0.543801652892562,0.5727272727272728,Depth / Rotation
Dontae Fleming,Tulane,American Athletic,2023,receiving,4565297,WR,39,6,0,94,15.7,dontae fleming,WR,120039,4565297,HighSchool,2020.0,1675.0,Dontae Fleming,East St. John,Louisiana,WR,72.0,165.0,3.0,0.8359,Reserve,LA,USA,"{'latitude': 30.0538131, 'longitude': -90.5517534, 'fipsCode': '20013'}",2020.0,4.0,tulane,louisiana,0,0,124,0.5004985044865404,0.3190428713858425,0.39162512462612165,0.3190428713858425,Depth / Rotation
Dontae Fleming,Tulane,American Athletic,2024,receiving,4565297,WR,53,31,1,598,19.3,dontae fleming,WR,120039,4565297,HighSchool,2020.0,1675.0,Dontae Fleming,East St. John,Louisiana,WR,72.0,165.0,3.0,0.8359,Reserve,LA,USA,"{'latitude': 30.0538131, 'longitude': -90.5517534, 'fipsCode': '20013'}",2020.0,5.0,tulane,louisiana,0,0,773,0.5006784260515604,0.8236092265943012,0.6944369063772049,0.8236092265943012,Starter
Dontayvion Wicks,Virginia,ACC,2019,receiving,4428850,WR,44,3,1,61,20.3,dontayvion wicks,WR,122944,,HighSchool,2019.0,677.0,Dontayvion Wicks,Plaquemine,,WR,74.0,202.0,3.0,0.8733,Plaquemine,LA,USA,"{'latitude': 30.2890833, 'longitude': -91.2342744, 'fipsCode': '22047'}",2019.0,1.0,virginia,none,0,0,96,0.5005753739930955,0.523590333716916,0.5143843498273878,0.523590333716916,Depth / Rotation
Dontayvion Wicks,Virginia,ACC,2021,receiving,4428850,WR,77,57,9,1203,21.1,dontayvion wicks,WR,122944,,HighSchool,2019.0,677.0,Dontayvion Wicks,Plaquemine,,WR,74.0,202.0,3.0,0.8733,Plaquemine,LA,USA,"{'latitude': 30.2890833, 'longitude': -91.2342744, 'fipsCode': '22047'}",2019.0,3.0,virginia,none,0,0,1668,0.5004132231404959,0.9834710743801653,0.7902479338842976,0.9834710743801653,Impact Player
Dontayvion Wicks,Virginia,ACC,2022,receiving,4428850,WR,44,30,2,430,14.3,dontayvion wicks,WR,122944,,HighSchool,2019.0,677.0,Dontayvion Wicks,Plaquemine,,WR,74.0,202.0,3.0,0.8733,Plaquemine,LA,USA,"{'latitude': 30.2890833, 'longitude': -91.2342744, 'fipsCode': '22047'}",2019.0,4.0,virginia,none,0,0,620,0.5004985044865404,0.7258225324027916,0.6356929212362912,0.7258225324027916,Starter
Donte Banton,Utah,Pac-12,2019,receiving,4426624,WR,10,1,0,10,10.0,donte banton,WR,123063,,HighSchool,2019.0,792.0,Donte Banton,Deerfield Beach,,WR,72.0,184.0,3.0,0.8681,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}",2019.0,1.0,utah,none,0,0,15,0.5005753739930955,0.1472957422324511,0.28860759493670884,0.1472957422324511,Bust
Dorian Singer,Arizona,Pac-12,2021,receiving,4711055,WR,45,18,0,301,16.7,dorian singer,WR,116766,,HighSchool,2021.0,1031.0,Dorian Singer,Pinnacle,,WR,72.0,172.0,3.0,0.8556,Phoenix,AZ,USA,"{'latitude': 33.4484367, 'longitude': -112.0741417, 'fipsCode': '04013'}",2021.0,1.0,arizona,none,0,0,391,0.5005753739930955,0.8601841196777905,0.7163406214039124,0.8601841196777905,Impact Player
Dorian Singer,Arizona,Pac-12,2022,receiving,4711055,WR,73,66,6,1105,16.7,dorian singer,WR,116766,,HighSchool,2021.0,1031.0,Dorian Singer,Pinnacle,,WR,72.0,172.0,3.0,0.8556,Phoenix,AZ,USA,"{'latitude': 33.4484367, 'longitude': -112.0741417, 'fipsCode': '04013'}",2021.0,2.0,arizona,none,0,0,1555,0.5003996802557954,0.9928057553956835,0.7958433253397283,0.9928057553956835,Impact Player
Dorian Singer,USC,Pac-12,2023,receiving,4711055,WR,44,24,3,289,12.0,dorian singer,WR,116766,,HighSchool,2021.0,1031.0,Dorian Singer,Pinnacle,,WR,72.0,172.0,3.0,0.8556,Phoenix,AZ,USA,"{'latitude': 33.4484367, 'longitude': -112.0741417, 'fipsCode': '04013'}",2021.0,3.0,usc,none,0,0,469,0.5004132231404959,0.702892561983471,0.621900826446281,0.702892561983471,Starter
Dorian Singer,Utah,Big 12,2024,receiving,4711055,WR,40,53,1,702,13.2,dorian singer,WR,116766,,HighSchool,2021.0,1031.0,Dorian Singer,Pinnacle,,WR,72.0,172.0,3.0,0.8556,Phoenix,AZ,USA,"{'latitude': 33.4484367, 'longitude': -112.0741417, 'fipsCode': '04013'}",2021.0,4.0,utah,none,0,0,987,0.5004985044865404,0.8703888334995015,0.722432701894317,0.8703888334995015,Impact Player
Dorian Thomas,New Mexico,Mountain West,2025,receiving,4908552,TE,34,56,4,560,10.0,dorian thomas,TE,112392,,HighSchool,2023.0,1159.0,Dorian Thomas,Kentridge,,TE,76.0,220.0,3.0,0.8586,Kent,WA,USA,"{'latitude': 47.3826903, 'longitude': -122.2270272, 'fipsCode': '53033'}",2023.0,3.0,new mexico,none,0,0,920,0.5004132231404959,0.8884297520661157,0.7332231404958678,0.8884297520661157,Impact Player
Douglas Emilien,Kansas,Big 12,2022,receiving,4431735,WR,11,2,1,21,10.5,douglas emilien,WR,119114,,HighSchool,2020.0,714.0,Douglas Emilien,American Heritage,,WR,72.0,175.0,3.0,0.8685,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}",2020.0,3.0,kansas,none,0,0,51,0.5004132231404959,0.22520661157024793,0.33528925619834715,0.22520661157024793,Bust
Douglas Emilien,Kansas,Big 12,2023,receiving,4431735,WR,21,6,0,61,10.2,douglas emilien,WR,119114,,HighSchool,2020.0,714.0,Douglas Emilien,American Heritage,,WR,72.0,175.0,3.0,0.8685,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}",2020.0,4.0,kansas,none,0,0,91,0.5004985044865404,0.26570289132602193,0.3596211365902293,0.26570289132602193,Depth / Rotation
Douglas Emilien,Kansas,Big 12,2024,receiving,4431735,WR,8,3,1,20,6.7,douglas emilien,WR,119114,,HighSchool,2020.0,714.0,Douglas Emilien,American Heritage,,WR,72.0,175.0,3.0,0.8685,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}",2020.0,5.0,kansas,none,0,0,55,0.5006784260515604,0.17639077340569878,0.30610583446404344,0.17639077340569878,Bust
Dozie Ezukanma,TCU,Big 12,2025,receiving,5084893,WR,17,2,0,28,14.0,dozie ezukanma,WR,109333,5084893,HighSchool,2024.0,629.0,Dozie Ezukanma,Timber Creek,TCU,WR,74.0,180.0,3.0,0.8811,Fort Worth,TX,USA,"{'latitude': 32.753177, 'longitude': -97.3327459, 'fipsCode': '48439'}",2024.0,2.0,tcu,tcu,1,0,38,0.5003996802557954,0.20423661071143084,0.32270183852917667,0.20423661071143084,Bust
Drake Dabney,Baylor,Big 12,2020,receiving,4429466,TE,14,6,1,57,9.5,drake dabney,TE,119039,,HighSchool,2020.0,636.0,Drake Dabney,Cy Ranch,,TE,76.5,228.0,3.0,0.8726,Cypress,TX,USA,"{'latitude': 29.9691116, 'longitude': -95.6971686, 'fipsCode': '48201'}",2020.0,1.0,baylor,none,0,0,107,0.5005753739930955,0.5535097813578826,0.5323360184119678,0.5535097813578826,Depth / Rotation
Drake Dabney,Baylor,Big 12,2021,receiving,4429466,TE,21,10,2,91,9.1,drake dabney,TE,119039,,HighSchool,2020.0,636.0,Drake Dabney,Cy Ranch,,TE,76.5,228.0,3.0,0.8726,Cypress,TX,USA,"{'latitude': 29.9691116, 'longitude': -95.6971686, 'fipsCode': '48201'}",2020.0,2.0,baylor,none,0,0,181,0.5003996802557954,0.5391686650679457,0.5236610711430856,0.5391686650679457,Depth / Rotation
Drake Dabney,Baylor,Big 12,2022,receiving,4429466,TE,29,16,0,173,10.8,drake dabney,TE,119039,,HighSchool,2020.0,636.0,Drake Dabney,Cy Ranch,,TE,76.5,228.0,3.0,0.8726,Cypress,TX,USA,"{'latitude': 29.9691116, 'longitude': -95.6971686, 'fipsCode': '48201'}",2020.0,3.0,baylor,none,0,0,253,0.5004132231404959,0.534297520661157,0.5207438016528925,0.534297520661157,Depth / Rotation
Drake Dabney,Baylor,Big 12,2023,receiving,4429466,TE,63,33,5,552,16.7,drake dabney,TE,119039,,HighSchool,2020.0,636.0,Drake Dabney,Cy Ranch,,TE,76.5,228.0,3.0,0.8726,Cypress,TX,USA,"{'latitude': 29.9691116, 'longitude': -95.6971686, 'fipsCode': '48201'}",2020.0,4.0,baylor,none,0,0,817,0.5004985044865404,0.8195413758723828,0.6919242273180458,0.8195413758723828,Starter
Drake Dabney,TCU,Big 12,2024,receiving,4429466,TE,44,19,0,193,10.2,drake dabney,TE,119039,,HighSchool,2020.0,636.0,Drake Dabney,Cy Ranch,,TE,76.5,228.0,3.0,0.8726,Cypress,TX,USA,"{'latitude': 29.9691116, 'longitude': -95.6971686, 'fipsCode': '48201'}",2020.0,5.0,tcu,none,0,0,288,0.5006784260515604,0.47829036635006783,0.4872455902306648,0.47829036635006783,Depth / Rotation
Drake London,USC,Pac-12,2019,receiving,4426502,WR,46,39,5,567,14.5,drake london,WR,122535,4426502,HighSchool,2019.0,258.0,Drake London,Moorpark,USC,WR,76.0,200.0,4.0,0.9087,Moorpark,CA,USA,"{'latitude': 34.285558, 'longitude': -118.8820414, 'fipsCode': '06111'}",2019.0,1.0,usc,usc,1,0,862,0.5005753739930955,0.9677790563866513,0.7808975834292289,0.9677790563866513,Impact Player
Drake London,USC,Pac-12,2020,receiving,4426502,WR,65,33,3,502,15.2,drake london,WR,122535,4426502,HighSchool,2019.0,258.0,Drake London,Moorpark,USC,WR,76.0,200.0,4.0,0.9087,Moorpark,CA,USA,"{'latitude': 34.285558, 'longitude': -118.8820414, 'fipsCode': '06111'}",2019.0,2.0,usc,usc,1,0,727,0.5003996802557954,0.8796962430055956,0.7279776179056754,0.8796962430055956,Impact Player
Drake London,USC,Pac-12,2021,receiving,4426502,WR,44,88,7,1084,12.3,drake london,WR,122535,4426502,HighSchool,2019.0,258.0,Drake London,Moorpark,USC,WR,76.0,200.0,4.0,0.9087,Moorpark,CA,USA,"{'latitude': 34.285558, 'longitude': -118.8820414, 'fipsCode': '06111'}",2019.0,3.0,usc,usc,1,0,1664,0.5004132231404959,0.9826446280991735,0.7897520661157025,0.9826446280991735,Impact Player
Drake Martinez,Houston Christian,Southland,2024,receiving,4683137,TE,24,16,2,142,8.9,drake martinez,TE,117440,4683137,HighSchool,2021.0,1753.0,Drake Martinez,St. Thomas,Colorado State,TE,75.0,215.0,3.0,0.8304,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}",2021.0,4.0,houston christian,colorado state,0,0,262,0.5004985044865404,0.47008973080757727,0.4822532402791625,0.47008973080757727,Depth / Rotation
Drake Martinez,UT Martin,Big South-OVC,2025,receiving,4683137,TE,18,18,1,124,6.9,drake martinez,TE,117440,4683137,HighSchool,2021.0,1753.0,Drake Martinez,St. Thomas,Colorado State,TE,75.0,215.0,3.0,0.8304,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}",2021.0,5.0,ut martin,colorado state,0,0,234,0.5006784260515604,0.4084124830393487,0.4453188602442334,0.4084124830393487,Depth / Rotation
Drake Stoops,Oklahoma,Big 12,2018,receiving,4360282,WR,8,2,0,16,8.0,drake stoops,WR,127809,4360282,HighSchool,2018.0,1540.0,Drake Stoops,Norman North,Oklahoma,WR,71.0,175.0,3.0,0.8315,Norman,OK,USA,"{'latitude': 35.2225717, 'longitude': -97.4394816, 'fipsCode': '40027'}",2018.0,1.0,oklahoma,oklahoma,1,0,26,0.5005753739930955,0.24338319907940162,0.34626006904487916,0.24338319907940162,Bust
Drake Stoops,Oklahoma,Big 12,2019,receiving,4360282,WR,19,8,0,95,11.9,drake stoops,WR,127809,4360282,HighSchool,2018.0,1540.0,Drake Stoops,Norman North,Oklahoma,WR,71.0,175.0,3.0,0.8315,Norman,OK,USA,"{'latitude': 35.2225717, 'longitude': -97.4394816, 'fipsCode': '40027'}",2018.0,2.0,oklahoma,oklahoma,1,0,135,0.5003996802557954,0.46842525979216626,0.4812150279776179,0.46842525979216626,Depth / Rotation
Drake Stoops,Oklahoma,Big 12,2020,receiving,4360282,WR,51,15,2,219,14.6,drake stoops,WR,127809,4360282,HighSchool,2018.0,1540.0,Drake Stoops,Norman North,Oklahoma,WR,71.0,175.0,3.0,0.8315,Norman,OK,USA,"{'latitude': 35.2225717, 'longitude': -97.4394816, 'fipsCode': '40027'}",2018.0,3.0,oklahoma,oklahoma,1,0,334,0.5004132231404959,0.6074380165289256,0.5646280991735537,0.6074380165289256,Starter
Drake Stoops,Oklahoma,Big 12,2021,receiving,4360282,WR,31,16,2,191,11.9,drake stoops,WR,127809,4360282,HighSchool,2018.0,1540.0,Drake Stoops,Norman North,Oklahoma,WR,71.0,175.0,3.0,0.8315,Norman,OK,USA,"{'latitude': 35.2225717, 'longitude': -97.4394816, 'fipsCode': '40027'}",2018.0,4.0,oklahoma,oklahoma,1,0,311,0.5004985044865404,0.5034895314057827,0.5022931206380857,0.5034895314057827,Depth / Rotation
Drake Stoops,Oklahoma,Big 12,2022,receiving,4360282,WR,33,39,3,393,10.1,drake stoops,WR,127809,4360282,HighSchool,2018.0,1540.0,Drake Stoops,Norman North,Oklahoma,WR,71.0,175.0,3.0,0.8315,Norman,OK,USA,"{'latitude': 35.2225717, 'longitude': -97.4394816, 'fipsCode': '40027'}",2018.0,5.0,oklahoma,oklahoma,1,0,648,0.5006784260515604,0.76797829036635,0.6610583446404341,0.76797829036635,Starter
Drayden Dickmann,Rice,American Athletic,2023,receiving,5151274,WR,-1,1,0,-1,-1.0,drayden dickmann,WR,112627,5151274,HighSchool,2023.0,1390.0,Drayden Dickmann,Georgetown,Rice,WR,70.5,169.0,3.0,0.8503,Georgetown,TX,USA,"{'latitude': 30.671598, 'longitude': -97.65500660120435, 'fipsCode': '48491'}",2023.0,1.0,rice,rice,1,0,4,0.5005753739930955,0.01668584579976985,0.2102416570771001,0.01668584579976985,Bust
Drayden Dickmann,Rice,American Athletic,2024,receiving,5151274,WR,31,10,1,80,8.0,drayden dickmann,WR,112627,5151274,HighSchool,2023.0,1390.0,Drayden Dickmann,Georgetown,Rice,WR,70.5,169.0,3.0,0.8503,Georgetown,TX,USA,"{'latitude': 30.671598, 'longitude': -97.65500660120435, 'fipsCode': '48491'}",2023.0,2.0,rice,rice,1,0,150,0.5003996802557954,0.495603517186251,0.49752198241406875,0.495603517186251,Depth / Rotation
Drayden Dickmann,Rice,American Athletic,2025,receiving,5151274,WR,46,37,3,323,8.7,drayden dickmann,WR,112627,5151274,HighSchool,2023.0,1390.0,Drayden Dickmann,Georgetown,Rice,WR,70.5,169.0,3.0,0.8503,Georgetown,TX,USA,"{'latitude': 30.671598, 'longitude': -97.65500660120435, 'fipsCode': '48491'}",2023.0,3.0,rice,rice,1,0,568,0.5004132231404959,0.7619834710743801,0.6573553719008265,0.7619834710743801,Starter
Drayton Charlton-Perrin,Murray State,MVFC,2023,receiving,4709793,TE,5,1,0,5,5.0,drayton charltonperrin,TE,117471,,HighSchool,2021.0,1767.0,Drayton Charlton-Perrin,Glenbrook North,Ball State,TE,76.0,230.0,3.0,0.8293,Northbrook,IL,USA,"{'latitude': 42.128704, 'longitude': -87.8265089, 'fipsCode': '39061'}",2021.0,3.0,murray state,ball state,0,0,10,0.5004132231404959,0.023140495867768594,0.2140495867768595,0.023140495867768594,Bust
Drelon Miller,Colorado,Big 12,2024,receiving,5079612,WR,49,32,3,277,8.7,drelon miller,WR,108799,5079612,HighSchool,2024.0,101.0,Dre'lon Miller,Silsbee,Colorado,WR,71.0,205.0,4.0,0.9516,Silsbee,TX,USA,"{'latitude': 30.3490978, 'longitude': -94.1779626, 'fipsCode': '48199'}",2024.0,1.0,colorado,colorado,1,0,497,0.5005753739930955,0.8872266973532796,0.7325661680092059,0.8872266973532796,Impact Player
