player,team,conference,season,category,playerId,position_stat,LONG,REC,TD,YDS,YPR,name_clean,position_clean,id,athleteId,recruitType,year,ranking,name,school,committedTo,position_recruit,height,weight,stars,rating,city,stateProvince,country,hometownInfo,recruit_year,eligibility_year,team_clean,committed_clean,school_match,Usage Overall,receiving_score,usage_pct,production_pct,impact_score,impact_percentile,outcome
Adonai Mitchell,Georgia,SEC,2022,receiving,4597500,WR,27,9,3,134,14.9,adonai mitchell,WR,116124,4597500,HighSchool,2021.0,383.0,Adonai Mitchell,Cane Ridge,Georgia,WR,75.0,190.0,4.0,0.8922,Antioch,TN,USA,"{'latitude': 36.0806394, 'longitude': -83.7799037, 'fipsCode': '47093'}",2021.0,2.0,georgia,georgia,1,0,239,0.5003996802557954,0.6227018385291767,0.5737809752198242,0.6227018385291767,Starter
Adonai Mitchell,Texas,Big 12,2023,receiving,4597500,WR,62,55,11,845,15.4,adonai mitchell,WR,116124,4597500,HighSchool,2021.0,383.0,Adonai Mitchell,Cane Ridge,Georgia,WR,75.0,190.0,4.0,0.8922,Antioch,TN,USA,"{'latitude': 36.0806394, 'longitude': -83.7799037, 'fipsCode': '47093'}",2021.0,3.0,texas,georgia,0,0,1340,0.5004132231404959,0.9669421487603306,0.7803305785123967,0.9669421487603306,Impact Player
Agiye Hall,Alabama,SEC,2021,receiving,4567774,WR,28,4,0,72,18.0,agiye hall,WR,115786,4567774,HighSchool,2021.0,45.0,Agiye Hall,Bloomingdale,Alabama,WR,75.0,190.0,4.0,0.9788,Valrico,FL,USA,"{'latitude': 27.9484265, 'longitude': -82.23621545220522, 'fipsCode': '12057'}",2021.0,1.0,alabama,alabama,1,0,92,0.5005753739930955,0.520138089758343,0.512313003452244,0.520138089758343,Depth / Rotation
Agiye Hall,Texas,Big 12,2022,receiving,4567774,WR,7,1,0,7,7.0,agiye hall,WR,115786,4567774,HighSchool,2021.0,45.0,Agiye Hall,Bloomingdale,Alabama,WR,75.0,190.0,4.0,0.9788,Valrico,FL,USA,"{'latitude': 27.9484265, 'longitude': -82.23621545220522, 'fipsCode': '12057'}",2021.0,2.0,texas,alabama,0,0,12,0.5003996802557954,0.051159072741806554,0.2308553157474021,0.051159072741806554,Bust
Ahmad Edwards,Jacksonville State,OVC,2020,receiving,4368797,WR,24,4,0,74,18.5,ahmad edwards,WR,128293,,HighSchool,2018.0,2024.0,Ahmad Edwards,Thompson,Jacksonville State,WR,74.0,185.0,3.0,0.8098,Alabaster,AL,USA,"{'latitude': 33.2442813, 'longitude': -86.8163773, 'fipsCode': '01117'}",2018.0,3.0,jacksonville state,jacksonville state,1,0,94,0.5004132231404959,0.33140495867768593,0.3990082644628099,0.33140495867768593,Depth / Rotation
Ahmad Edwards,Jacksonville State,AWC,2021,receiving,4368797,WR,23,4,1,45,11.3,ahmad edwards,WR,128293,,HighSchool,2018.0,2024.0,Ahmad Edwards,Thompson,Jacksonville State,WR,74.0,185.0,3.0,0.8098,Alabaster,AL,USA,"{'latitude': 33.2442813, 'longitude': -86.8163773, 'fipsCode': '01117'}",2018.0,4.0,jacksonville state,jacksonville state,1,0,85,0.5004985044865404,0.2472582253240279,0.34855433698903293,0.2472582253240279,Bust
Ahmad Edwards,Jacksonville State,Atlantic Sun,2022,receiving,4368797,WR,64,13,1,248,19.1,ahmad edwards,WR,128293,,HighSchool,2018.0,2024.0,Ahmad Edwards,Thompson,Jacksonville State,WR,74.0,185.0,3.0,0.8098,Alabaster,AL,USA,"{'latitude': 33.2442813, 'longitude': -86.8163773, 'fipsCode': '01117'}",2018.0,5.0,jacksonville state,jacksonville state,1,0,333,0.5006784260515604,0.5305291723202171,0.5185888738127544,0.5305291723202171,Depth / Rotation
Ahmarean Brown,Georgia Tech,ACC,2019,receiving,4426800,WR,59,21,7,396,18.9,ahmarean brown,WR,122927,,HighSchool,2019.0,649.0,Ahmarean Brown,Jefferson,,WR,69.0,165.0,3.0,0.8748,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}",2019.0,1.0,georgia tech,none,0,0,641,0.5005753739930955,0.9349827387802071,0.7612197928653625,0.9349827387802071,Impact Player
Ahmarean Brown,Georgia Tech,ACC,2020,receiving,4426800,WR,40,11,1,183,16.6,ahmarean brown,WR,122927,,HighSchool,2019.0,649.0,Ahmarean Brown,Jefferson,,WR,69.0,165.0,3.0,0.8748,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}",2019.0,2.0,georgia tech,none,0,0,258,0.5003996802557954,0.6446842525979216,0.5869704236610711,0.6446842525979216,Starter
Ahmarean Brown,South Carolina,SEC,2021,receiving,4426800,WR,26,11,0,104,9.5,ahmarean brown,WR,122927,,HighSchool,2019.0,649.0,Ahmarean Brown,Jefferson,,WR,69.0,165.0,3.0,0.8748,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}",2019.0,3.0,south carolina,none,0,0,159,0.5004132231404959,0.43636363636363634,0.46198347107438015,0.43636363636363634,Depth / Rotation
Ahmarean Brown,South Carolina,SEC,2022,receiving,4426800,WR,26,23,0,188,8.2,ahmarean brown,WR,122927,,HighSchool,2019.0,649.0,Ahmarean Brown,Jefferson,,WR,69.0,165.0,3.0,0.8748,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}",2019.0,4.0,south carolina,none,0,0,303,0.5004985044865404,0.49750747756729813,0.498703888334995,0.49750747756729813,Depth / Rotation
Ahmarean Brown,South Carolina,SEC,2023,receiving,4426800,WR,44,26,1,265,10.2,ahmarean brown,WR,122927,,HighSchool,2019.0,649.0,Ahmarean Brown,Jefferson,,WR,69.0,165.0,3.0,0.8748,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}",2019.0,5.0,south carolina,none,0,0,415,0.5006784260515604,0.6099050203527816,0.5662143826322932,0.6099050203527816,Starter
Ahmari Huggins-Bruce,Louisville,ACC,2021,receiving,4431338,WR,93,29,4,444,15.3,ahmari hugginsbruce,WR,116334,4431338,HighSchool,2021.0,592.0,Ahmari Huggins-Bruce,Dillon,Louisville,WR,70.0,163.0,3.0,0.8748,Dillon,SC,USA,"{'latitude': 34.4165391, 'longitude': -79.3713948, 'fipsCode': '45033'}",2021.0,1.0,louisville,louisville,1,0,669,0.5005753739930955,0.9436133486766398,0.766398158803222,0.9436133486766398,Impact Player
Ahmari Huggins-Bruce,Louisville,ACC,2022,receiving,4431338,WR,55,30,2,360,12.0,ahmari hugginsbruce,WR,116334,4431338,HighSchool,2021.0,592.0,Ahmari Huggins-Bruce,Dillon,Louisville,WR,70.0,163.0,3.0,0.8748,Dillon,SC,USA,"{'latitude': 34.4165391, 'longitude': -79.3713948, 'fipsCode': '45033'}",2021.0,2.0,louisville,louisville,1,0,550,0.5003996802557954,0.8293365307753797,0.697761790567546,0.8293365307753797,Starter
Ahmari Huggins-Bruce,Louisville,ACC,2023,receiving,4431338,WR,55,20,4,312,15.6,ahmari hugginsbruce,WR,116334,4431338,HighSchool,2021.0,592.0,Ahmari Huggins-Bruce,Dillon,Louisville,WR,70.0,163.0,3.0,0.8748,Dillon,SC,USA,"{'latitude': 34.4165391, 'longitude': -79.3713948, 'fipsCode': '45033'}",2021.0,3.0,louisville,louisville,1,0,492,0.5004132231404959,0.7144628099173553,0.6288429752066116,0.7144628099173553,Starter
Ahmari Huggins-Bruce,Louisville,ACC,2024,receiving,4431338,WR,58,17,0,230,13.5,ahmari hugginsbruce,WR,116334,4431338,HighSchool,2021.0,592.0,Ahmari Huggins-Bruce,Dillon,Louisville,WR,70.0,163.0,3.0,0.8748,Dillon,SC,USA,"{'latitude': 34.4165391, 'longitude': -79.3713948, 'fipsCode': '45033'}",2021.0,4.0,louisville,louisville,1,0,315,0.5004985044865404,0.5069790628115654,0.5043868394815554,0.5069790628115654,Depth / Rotation
Aidan Mizell,Florida,SEC,2023,receiving,4917945,WR,16,2,0,25,12.5,aidan mizell,WR,111344,4917945,HighSchool,2023.0,98.0,Aidan Mizell,Boone,Florida,WR,74.0,180.0,4.0,0.9528,Orlando,FL,USA,"{'latitude': 28.5421109, 'longitude': -81.3790304, 'fipsCode': '12095'}",2023.0,1.0,florida,florida,1,0,35,0.5005753739930955,0.31185270425776757,0.38734177215189874,0.31185270425776757,Depth / Rotation
Aidan Mizell,Florida,SEC,2024,receiving,4917945,WR,43,17,2,202,11.9,aidan mizell,WR,111344,4917945,HighSchool,2023.0,98.0,Aidan Mizell,Boone,Florida,WR,74.0,180.0,4.0,0.9528,Orlando,FL,USA,"{'latitude': 28.5421109, 'longitude': -81.3790304, 'fipsCode': '12095'}",2023.0,2.0,florida,florida,1,0,327,0.5003996802557954,0.6950439648281375,0.6171862509992007,0.6950439648281375,Starter
Aidan Mizell,Florida,SEC,2025,receiving,4917945,WR,23,19,1,177,9.3,aidan mizell,WR,111344,4917945,HighSchool,2023.0,98.0,Aidan Mizell,Boone,Florida,WR,74.0,180.0,4.0,0.9528,Orlando,FL,USA,"{'latitude': 28.5421109, 'longitude': -81.3790304, 'fipsCode': '12095'}",2023.0,3.0,florida,florida,1,0,292,0.5004132231404959,0.5669421487603306,0.5403305785123966,0.5669421487603306,Depth / Rotation
Aidan Steinfeldt,Richmond,Patriot,2025,receiving,5126535,TE,7,5,0,28,5.6,aidan steinfeldt,TE,109980,5126535,HighSchool,2024.0,1306.0,Aidan Steinfeldt,Bloomington North,Marshall,TE,77.0,235.0,3.0,0.8575,Bloomington,IN,USA,"{'latitude': 39.1670396, 'longitude': -86.5342881, 'fipsCode': '18105'}",2024.0,2.0,richmond,marshall,0,0,53,0.5003996802557954,0.2561950439648281,0.35387689848121506,0.2561950439648281,Depth / Rotation
Aiden Meeks,Stephen F. Austin,Southland,2025,receiving,5121170,WR,43,7,0,119,17.0,aiden meeks,WR,113042,5121170,HighSchool,2023.0,1804.0,Aiden Meeks,Rockwall,Texas Tech,WR,70.0,170.0,3.0,0.8337,Rockwall,TX,USA,"{'latitude': 32.9312336, 'longitude': -96.4597089, 'fipsCode': '48397'}",2023.0,3.0,stephen f. austin,texas tech,0,0,154,0.5004132231404959,0.43264462809917353,0.45975206611570246,0.43264462809917353,Depth / Rotation
Aiden Nellor,Eastern Washington,Big Sky,2022,receiving,4364552,TE,15,7,0,58,8.3,aiden nellor,TE,129980,,HighSchool,2018.0,3712.0,Aiden Nellor,Union,Eastern Washington,TE,77.0,225.0,2.0,0.7297,Camas,WA,USA,"{'latitude': 45.5911103, 'longitude': -122.4122248, 'fipsCode': '53011'}",2018.0,5.0,eastern washington,eastern washington,1,0,93,0.5006784260515604,0.2367706919945726,0.3423337856173677,0.2367706919945726,Bust
Aiden Valdez,Campbell,CAA,2023,receiving,5157119,TE,11,3,0,20,6.7,aiden valdez,TE,113462,5157119,HighSchool,2023.0,2227.0,Aiden Valdez,Bishop Amat,Campbell,TE,77.0,220.0,3.0,0.8056,La Puente,CA,USA,"{'latitude': 34.01979, 'longitude': -117.9503677, 'fipsCode': '06037'}",2023.0,1.0,campbell,campbell,1,0,35,0.5005753739930955,0.31185270425776757,0.38734177215189874,0.31185270425776757,Depth / Rotation
Aiden Valdez,Campbell,CAA,2024,receiving,5157119,TE,37,10,3,90,9.0,aiden valdez,TE,113462,5157119,HighSchool,2023.0,2227.0,Aiden Valdez,Bishop Amat,Campbell,TE,77.0,220.0,3.0,0.8056,La Puente,CA,USA,"{'latitude': 34.01979, 'longitude': -117.9503677, 'fipsCode': '06037'}",2023.0,2.0,campbell,campbell,1,0,200,0.5003996802557954,0.5715427657873701,0.5430855315747403,0.5715427657873701,Depth / Rotation
Aiden Valdez,New Mexico,Mountain West,2025,receiving,5157119,TE,-3,1,0,-3,-3.0,aiden valdez,TE,113462,5157119,HighSchool,2023.0,2227.0,Aiden Valdez,Bishop Amat,Campbell,TE,77.0,220.0,3.0,0.8056,La Puente,CA,USA,"{'latitude': 34.01979, 'longitude': -117.9503677, 'fipsCode': '06037'}",2023.0,3.0,new mexico,campbell,0,0,2,0.5004132231404959,0.0012396694214876034,0.20090909090909093,0.0012396694214876034,Bust
Ajou Ajou,Clemson,ACC,2020,receiving,4429207,WR,35,2,1,41,20.5,ajou ajou,WR,118803,,HighSchool,2020.0,398.0,Ajou Ajou,Clearwater Academy International,,WR,75.0,220.0,4.0,0.8915,Brooks,AB,CAN,"{'latitude': None, 'longitude': None, 'fipsCode': None}",2020.0,1.0,clemson,none,0,0,71,0.5005753739930955,0.45109321058688145,0.47088607594936704,0.45109321058688145,Depth / Rotation
Ajou Ajou,Clemson,ACC,2021,receiving,4429207,WR,36,6,0,73,12.2,ajou ajou,WR,118803,,HighSchool,2020.0,398.0,Ajou Ajou,Clearwater Academy International,,WR,75.0,220.0,4.0,0.8915,Brooks,AB,CAN,"{'latitude': None, 'longitude': None, 'fipsCode': None}",2020.0,2.0,clemson,none,0,0,103,0.5003996802557954,0.39368505195843323,0.4363709032773781,0.39368505195843323,Depth / Rotation
Ajou Ajou,South Florida,American Athletic,2022,receiving,4429207,WR,5,2,0,9,4.5,ajou ajou,WR,118803,,HighSchool,2020.0,398.0,Ajou Ajou,Clearwater Academy International,,WR,75.0,220.0,4.0,0.8915,Brooks,AB,CAN,"{'latitude': None, 'longitude': None, 'fipsCode': None}",2020.0,3.0,south florida,none,0,0,19,0.5004132231404959,0.08553719008264463,0.2514876033057851,0.08553719008264463,Bust
Al'Vonte Woodard,Texas,Big 12,2019,receiving,4362109,WR,14,3,0,28,9.3,alvonte woodard,WR,126373,4362109,HighSchool,2018.0,104.0,Al'vonte Woodard,Lamar,Texas,WR,73.0,193.0,4.0,0.9518,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}",2018.0,2.0,texas,texas,1,0,43,0.5003996802557954,0.22302158273381295,0.3339728217426059,0.22302158273381295,Bust
Al'Vonte Woodard,Texas,Big 12,2020,receiving,4362109,WR,13,4,0,34,8.5,alvonte woodard,WR,126373,4362109,HighSchool,2018.0,104.0,Al'vonte Woodard,Lamar,Texas,WR,73.0,193.0,4.0,0.9518,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}",2018.0,3.0,texas,texas,1,0,54,0.5004132231404959,0.23512396694214877,0.34123966942148765,0.23512396694214877,Bust
Al'Vonte Woodard,Sam Houston,Western Athletic,2022,receiving,4362109,WR,54,16,2,215,13.4,alvonte woodard,WR,126373,4362109,HighSchool,2018.0,104.0,Al'vonte Woodard,Lamar,Texas,WR,73.0,193.0,4.0,0.9518,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}",2018.0,5.0,sam houston,texas,0,0,335,0.5006784260515604,0.5325644504748982,0.5198100407055631,0.5325644504748982,Depth / Rotation
Alante Brown,Nebraska,Big Ten,2020,receiving,4605477,WR,22,3,0,41,13.7,alante brown,WR,122903,,HighSchool,2019.0,634.0,Alante Brown,Simeon,,WR,70.0,181.0,3.0,0.8758,Chicago,IL,USA,"{'latitude': 41.8755616, 'longitude': -87.6244212, 'fipsCode': '17031'}",2019.0,2.0,nebraska,none,0,0,56,0.5003996802557954,0.26458832933653076,0.35891286970423664,0.26458832933653076,Depth / Rotation
Alante Brown,Nebraska,Big Ten,2021,receiving,4605477,WR,11,3,0,30,10.0,alante brown,WR,122903,,HighSchool,2019.0,634.0,Alante Brown,Simeon,,WR,70.0,181.0,3.0,0.8758,Chicago,IL,USA,"{'latitude': 41.8755616, 'longitude': -87.6244212, 'fipsCode': '17031'}",2019.0,3.0,nebraska,none,0,0,45,0.5004132231404959,0.20371900826446282,0.32239669421487605,0.20371900826446282,Bust
Alante Brown,Nebraska,Big Ten,2022,receiving,4605477,WR,32,16,0,191,11.9,alante brown,WR,122903,,HighSchool,2019.0,634.0,Alante Brown,Simeon,,WR,70.0,181.0,3.0,0.8758,Chicago,IL,USA,"{'latitude': 41.8755616, 'longitude': -87.6244212, 'fipsCode': '17031'}",2019.0,4.0,nebraska,none,0,0,271,0.5004985044865404,0.4765702891326022,0.48614157527417745,0.4765702891326022,Depth / Rotation
Alante Brown,Michigan State,Big Ten,2023,receiving,4605477,WR,20,3,0,27,9.0,alante brown,WR,122903,,HighSchool,2019.0,634.0,Alante Brown,Simeon,,WR,70.0,181.0,3.0,0.8758,Chicago,IL,USA,"{'latitude': 41.8755616, 'longitude': -87.6244212, 'fipsCode': '17031'}",2019.0,5.0,michigan state,none,0,0,42,0.5006784260515604,0.15128900949796473,0.291044776119403,0.15128900949796473,Bust
Alec Burton,Ohio,Mid-American,2019,receiving,4362332,TE,10,1,0,10,10.0,alec burton,TE,128506,,HighSchool,2018.0,2237.0,Alec Burton,Danville Community,Ohio,TE,77.0,215.0,3.0,0.8004,Danville,IN,USA,"{'latitude': 39.7606013, 'longitude': -86.5263879, 'fipsCode': '18063'}",2018.0,2.0,ohio,ohio,1,0,15,0.5003996802557954,0.07993605115907274,0.2481215027977618,0.07993605115907274,Bust
Alec Burton,Ohio,Mid-American,2020,receiving,4362332,TE,5,1,0,5,5.0,alec burton,TE,128506,,HighSchool,2018.0,2237.0,Alec Burton,Danville Community,Ohio,TE,77.0,215.0,3.0,0.8004,Danville,IN,USA,"{'latitude': 39.7606013, 'longitude': -86.5263879, 'fipsCode': '18063'}",2018.0,3.0,ohio,ohio,1,0,10,0.5004132231404959,0.023140495867768594,0.2140495867768595,0.023140495867768594,Bust
Alec Burton,Ohio,Mid-American,2021,receiving,4362332,TE,22,7,0,54,7.7,alec burton,TE,128506,,HighSchool,2018.0,2237.0,Alec Burton,Danville Community,Ohio,TE,77.0,215.0,3.0,0.8004,Danville,IN,USA,"{'latitude': 39.7606013, 'longitude': -86.5263879, 'fipsCode': '18063'}",2018.0,4.0,ohio,ohio,1,0,89,0.5004985044865404,0.2622133599202393,0.3575274177467598,0.2622133599202393,Depth / Rotation
Alec Burton,Ohio,Mid-American,2022,receiving,4362332,TE,24,7,0,49,7.0,alec burton,TE,128506,,HighSchool,2018.0,2237.0,Alec Burton,Danville Community,Ohio,TE,77.0,215.0,3.0,0.8004,Danville,IN,USA,"{'latitude': 39.7606013, 'longitude': -86.5263879, 'fipsCode': '18063'}",2018.0,5.0,ohio,ohio,1,0,84,0.5006784260515604,0.2225237449118046,0.33378561736770695,0.2225237449118046,Bust
Alec Pierce,Cincinnati,American Athletic,2019,receiving,4360078,WR,52,37,2,652,17.6,alec pierce,WR,127433,4360078,HighSchool,2018.0,1164.0,Alec Pierce,Glenbard West,Cincinnati,WR,75.0,196.0,3.0,0.8466,Glen Ellyn,IL,USA,"{'latitude': 41.8775293, 'longitude': -88.0670118, 'fipsCode': '17043'}",2018.0,2.0,cincinnati,cincinnati,1,0,877,0.5003996802557954,0.9220623501199041,0.7533972821742607,0.9220623501199041,Impact Player
Alec Pierce,Cincinnati,American Athletic,2020,receiving,4360078,WR,45,17,3,315,18.5,alec pierce,WR,127433,4360078,HighSchool,2018.0,1164.0,Alec Pierce,Glenbard West,Cincinnati,WR,75.0,196.0,3.0,0.8466,Glen Ellyn,IL,USA,"{'latitude': 41.8775293, 'longitude': -88.0670118, 'fipsCode': '17043'}",2018.0,3.0,cincinnati,cincinnati,1,0,460,0.5004132231404959,0.7,0.6201652892561984,0.7,Starter
Alec Pierce,Cincinnati,American Athletic,2021,receiving,4360078,WR,53,52,8,884,17.0,alec pierce,WR,127433,4360078,HighSchool,2018.0,1164.0,Alec Pierce,Glenbard West,Cincinnati,WR,75.0,196.0,3.0,0.8466,Glen Ellyn,IL,USA,"{'latitude': 41.8775293, 'longitude': -88.0670118, 'fipsCode': '17043'}",2018.0,4.0,cincinnati,cincinnati,1,0,1304,0.5004985044865404,0.9461615154536391,0.7678963110667996,0.9461615154536391,Impact Player
Alex Adams,LSU,SEC,2021,receiving,4430897,WR,5,1,0,5,5.0,alex adams,WR,118815,4430897,HighSchool,2020.0,407.0,Alex Adams,South Pike,LSU,WR,73.0,175.0,4.0,0.8904,Magnolia,MS,USA,"{'latitude': 31.1432328, 'longitude': -90.4587081, 'fipsCode': '28113'}",2020.0,2.0,lsu,lsu,1,0,10,0.5003996802557954,0.03117505995203837,0.2188649080735412,0.03117505995203837,Bust
Alex Adams,Akron,Mid-American,2022,receiving,4430897,WR,80,56,8,832,14.9,alex adams,WR,118815,4430897,HighSchool,2020.0,407.0,Alex Adams,South Pike,LSU,WR,73.0,175.0,4.0,0.8904,Magnolia,MS,USA,"{'latitude': 31.1432328, 'longitude': -90.4587081, 'fipsCode': '28113'}",2020.0,3.0,akron,lsu,0,0,1272,0.5004132231404959,0.9553719008264463,0.7733884297520661,0.9553719008264463,Impact Player
Alex Adams,Akron,Mid-American,2023,receiving,4430897,WR,29,22,2,188,8.5,alex adams,WR,118815,4430897,HighSchool,2020.0,407.0,Alex Adams,South Pike,LSU,WR,73.0,175.0,4.0,0.8904,Magnolia,MS,USA,"{'latitude': 31.1432328, 'longitude': -90.4587081, 'fipsCode': '28113'}",2020.0,4.0,akron,lsu,0,0,338,0.5004985044865404,0.5264207377866401,0.5160518444666002,0.5264207377866401,Depth / Rotation
Alex Brown,Wyoming,Mountain West,2021,receiving,4569896,WR,19,3,0,33,11.0,alex brown,WR,124395,4569896,HighSchool,2019.0,2192.0,Alex Brown,Klein Collins,Wyoming,WR,76.0,185.0,3.0,0.8117,Spring,TX,USA,"{'latitude': 30.0798826, 'longitude': -95.4172549, 'fipsCode': '48201'}",2019.0,3.0,wyoming,wyoming,1,0,48,0.5004132231404959,0.21570247933884298,0.32958677685950416,0.21570247933884298,Bust
Alex Brown,Wyoming,Mountain West,2022,receiving,4569896,WR,32,6,1,69,11.5,alex brown,WR,124395,4569896,HighSchool,2019.0,2192.0,Alex Brown,Klein Collins,Wyoming,WR,76.0,185.0,3.0,0.8117,Spring,TX,USA,"{'latitude': 30.0798826, 'longitude': -95.4172549, 'fipsCode': '48201'}",2019.0,4.0,wyoming,wyoming,1,0,119,0.5004985044865404,0.3100697906281156,0.3862412761714855,0.3100697906281156,Depth / Rotation
Alex Brown,Bucknell,Patriot,2023,receiving,5083802,WR,4,1,0,4,4.0,alex brown,WR,124395,4569896,HighSchool,2019.0,2192.0,Alex Brown,Klein Collins,Wyoming,WR,76.0,185.0,3.0,0.8117,Spring,TX,USA,"{'latitude': 30.0798826, 'longitude': -95.4172549, 'fipsCode': '48201'}",2019.0,5.0,bucknell,wyoming,0,0,9,0.5006784260515604,0.014246947082767978,0.20881953867028497,0.014246947082767978,Bust
Alex Brown,Wyoming,Mountain West,2023,receiving,4569896,WR,28,8,0,106,13.3,alex brown,WR,124395,4569896,HighSchool,2019.0,2192.0,Alex Brown,Klein Collins,Wyoming,WR,76.0,185.0,3.0,0.8117,Spring,TX,USA,"{'latitude': 30.0798826, 'longitude': -95.4172549, 'fipsCode': '48201'}",2019.0,5.0,wyoming,wyoming,1,0,146,0.5006784260515604,0.31275440976933516,0.3879240162822253,0.31275440976933516,Depth / Rotation
Alex Cherry,Princeton,Ivy,2022,receiving,4426904,WR,7,4,0,22,5.5,alex cherry,WR,124171,,HighSchool,2019.0,1968.0,Alex Cherry,St. Sebastian's,Princeton,WR,76.0,210.0,3.0,0.8206,Norwood,MA,USA,"{'latitude': 42.194543, 'longitude': -71.1994976, 'fipsCode': '25021'}",2019.0,4.0,princeton,princeton,1,0,42,0.5004985044865404,0.14905284147557327,0.2896311066799601,0.14905284147557327,Bust
Alex Lines,Arizona,Pac-12,2021,receiving,4433844,TE,26,10,0,138,13.8,alex lines,TE,119491,,HighSchool,2020.0,1103.0,Alex Lines,Higley,,TE,76.0,235.0,3.0,0.8533,Gilbert,AZ,USA,"{'latitude': 33.3527632, 'longitude': -111.7890373, 'fipsCode': '04013'}",2020.0,2.0,arizona,none,0,0,188,0.5003996802557954,0.5519584332533973,0.5313349320543566,0.5519584332533973,Depth / Rotation
Alex Lines,Arizona,Pac-12,2022,receiving,4433844,TE,8,1,0,8,8.0,alex lines,TE,119491,,HighSchool,2020.0,1103.0,Alex Lines,Higley,,TE,76.0,235.0,3.0,0.8533,Gilbert,AZ,USA,"{'latitude': 33.3527632, 'longitude': -111.7890373, 'fipsCode': '04013'}",2020.0,3.0,arizona,none,0,0,13,0.5004132231404959,0.047107438016528926,0.2284297520661157,0.047107438016528926,Bust
Alex Moore,Idaho,Big Sky,2024,receiving,4571768,TE,33,19,1,159,8.4,alex moore,TE,111207,5226565,HighSchool,2024.0,2525.0,Alex Moore,Huntsville,Jacksonville State,TE,78.0,230.0,3.0,0.7983,Huntsville,AL,USA,"{'latitude': 34.729847, 'longitude': -86.5859011, 'fipsCode': '01089'}",2024.0,1.0,idaho,jacksonville state,0,0,274,0.5005753739930955,0.7940161104718066,0.6766398158803222,0.7940161104718066,Starter
Alex Taylor,North Carolina,ACC,2024,receiving,5079736,WR,15,1,0,15,15.0,alex taylor,WR,109082,5079736,HighSchool,2024.0,384.0,Alex Taylor,Grimsley,North Carolina,WR,74.0,175.0,4.0,0.8978,Greensboro,NC,USA,"{'latitude': 36.0726355, 'longitude': -79.7919754, 'fipsCode': '37081'}",2024.0,1.0,north carolina,north carolina,1,0,20,0.5005753739930955,0.19505178365937859,0.31726121979286537,0.19505178365937859,Bust
